Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,Method Code,CBSA Code,CBSA Name,County FIPS Code,County,Site Latitude,Site Longitude,Date_Cleaned
12/24/2024,AQS,60670010,1,0.036,ppm,33.0,Sacramento-1309 T Street,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.56844,-121.49311,2024-12-24
12/25/2024,AQS,60670010,1,0.028,ppm,26.0,Sacramento-1309 T Street,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.56844,-121.49311,2024-12-25
12/26/2024,AQS,60670010,1,0.028,ppm,26.0,Sacramento-1309 T Street,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.56844,-121.49311,2024-12-26
12/27/2024,AQS,60670010,1,0.026,ppm,24.0,Sacramento-1309 T Street,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.56844,-121.49311,2024-12-27
12/28/2024,AQS,60670010,1,0.025,ppm,23.0,Sacramento-1309 T Street,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.56844,-121.49311,2024-12-28
December 29/2024,AQS,60670010,1,0.041,ppm,38.0,Sacramento-1309 T Street,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.56844,-121.49311,2024-12-29
December 30/2024,AQS,60670010,1,0.032,ppm,30.0,Sacramento-1309 T Street,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.56844,-121.49311,2024-12-30
/2024,AirNow,60670010,1,0.025,ppm,23.0,Sacramento-1309 T Street,19,79.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.56844,-121.49311,2024-12-31
01/01/2024,AQS,60670011,1,0.015,ppm,14.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-01
01/02/2024,AQS,60670011,1,0.018,ppm,17.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-02
/2024,AQS,60670011,1,0.022,ppm,20.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-03
/2024,AQS,60670011,1,0.017,ppm,16.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-04
01/05/2024,AQS,60670011,1,0.016,ppm,15.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-05
01/06/2024,AQS,60670011,1,0.015,ppm,14.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-06
January 07/2024,AQS,60670011,1,0.023,ppm,21.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-07
01/08/2024,AQS,60670011,1,0.021,ppm,19.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-08
01/09/2024,AQS,60670011,1,0.017,ppm,16.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-09
/2024,AQS,60670011,1,0.022,ppm,20.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-10
01/11/2024,AQS,60670011,1,0.026,ppm,24.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-11
01/12/2024,AQS,60670011,1,0.018,ppm,17.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-12
01/13/2024,AQS,60670011,1,0.017,ppm,16.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-13
January 14/2024,AQS,60670011,1,0.015,ppm,14.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-14
/2024,AQS,60670011,1,0.015,ppm,14.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-15
01/16/2024,AQS,60670011,1,0.013,ppm,12.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-16
01/17/2024,AQS,60670011,1,0.016,ppm,15.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-17
01/18/2024,AQS,60670011,1,0.012,ppm,11.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-18
01/19/2024,AQS,60670011,1,0.013,ppm,12.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-19
01/20/2024,AQS,60670011,1,0.018,ppm,17.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-20
/2024,AQS,60670011,1,0.021,ppm,19.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-21
January 22/2024,AQS,60670011,1,0.02,ppm,19.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-22
01/24/2024,AQS,60670011,1,0.019,ppm,18.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-24
01/27/2024,AQS,60670011,1,0.013,ppm,12.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-27
/2024,AQS,60670011,1,0.012,ppm,11.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-28
01/30/2024,AQS,60670011,1,0.017,ppm,16.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-01-30
February 01/2024,AQS,60670011,1,0.027,ppm,25.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-01
February 02/2024,AQS,60670011,1,0.027,ppm,25.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-02
/2024,AQS,60670011,1,0.024,ppm,22.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-03
02/04/2024,AQS,60670011,1,0.025,ppm,23.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-04
02/05/2024,AirNow,60670011,1,0.026,ppm,24.0,Elk Grove-Bruceville,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-05
/2024,AQS,60670011,1,0.019,ppm,18.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-06
02/07/2024,AQS,60670011,1,0.024,ppm,22.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-07
February 08/2024,AQS,60670011,1,0.021,ppm,19.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-08
February 09/2024,AQS,60670011,1,0.021,ppm,19.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-09
02/10/2024,AQS,60670011,1,0.025,ppm,23.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-10
02/11/2024,AQS,60670011,1,0.02,ppm,19.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-11
/2024,AQS,60670011,1,0.022,ppm,20.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-12
02/14/2024,AQS,60670011,1,0.017,ppm,16.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-14
02/15/2024,AQS,60670011,1,0.024,ppm,22.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-15
02/16/2024,AQS,60670011,1,0.013,ppm,,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-16
02/17/2024,AQS,60670011,1,0.019,ppm,18.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-17
02/18/2024,AQS,60670011,1,0.023,ppm,21.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-18
02/19/2024,AQS,60670011,1,0.023,ppm,21.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-19
02/20/2024,AQS,60670011,1,0.021,ppm,19.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-20
02/21/2024,AQS,60670011,1,0.024,ppm,22.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-21
02/22/2024,AQS,60670011,1,0.021,ppm,19.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-22
February 23/2024,AQS,60670011,1,0.017,ppm,16.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-23
02/24/2024,AQS,60670011,1,0.019,ppm,18.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-24
02/25/2024,AQS,60670011,1,,ppm,21.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-25
02/26/2024,AQS,60670011,1,0.021,ppm,19.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-26
02/27/2024,AirNow,60670011,1,0.027,ppm,25.0,Elk Grove-Bruceville,19,79.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-27
/2024,AQS,60670011,1,0.026,ppm,24.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-28
02/29/2024,AQS,60670011,1,0.019,ppm,18.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-02-29
03/01/2024,AQS,60670011,1,0.025,ppm,23.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-01
03/02/2024,AQS,60670011,1,0.027,ppm,25.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-02
/2024,AQS,60670011,1,0.025,ppm,23.0,Elk Grove-Bruceville,1000,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-03
March 05/2024,AQS,60670011,1,0.02,ppm,19.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-05
/2024,AQS,60670011,1,0.016,ppm,15.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-06
03/07/2024,AQS,60670011,1,0.02,ppm,19.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-07
03/08/2024,AQS,60670011,1,0.021,ppm,19.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-08
03/09/2024,AQS,60670011,1,0.021,ppm,19.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-09
March 10/2024,AQS,60670011,1,0.025,ppm,,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-10
03/11/2024,AQS,60670011,1,0.024,ppm,,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-11
03/12/2024,AQS,60670011,1,0.019,ppm,18.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-12
March 13/2024,AQS,60670011,1,0.027,ppm,25.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-13
03/14/2024,AQS,60670011,1,0.029,ppm,27.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-14
03/15/2024,AQS,60670011,1,0.026,ppm,24.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-15
March 16/2024,AQS,60670011,1,0.022,ppm,20.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-16
03/17/2024,AQS,60670011,1,0.022,ppm,20.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-17
March 19/2024,AQS,60670011,1,0.019,ppm,18.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-19
March 20/2024,AQS,60670011,1,0.026,ppm,24.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-20
03/21/2024,AQS,60670011,1,0.023,ppm,21.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-21
/2024,AQS,60670011,1,0.019,ppm,18.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-22
March 23/2024,AQS,60670011,1,0.024,ppm,22.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-23
03/24/2024,AQS,60670011,1,0.024,ppm,,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-24
03/25/2024,AQS,60670011,1,0.022,ppm,20.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-25
03/26/2024,AQS,60670011,1,0.02,ppm,19.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-26
03/28/2024,AQS,60670011,1,0.029,ppm,,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-28
03/29/2024,AQS,60670011,1,0.025,ppm,23.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-29
March 30/2024,AQS,60670011,1,0.024,ppm,22.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-30
/2024,AQS,60670011,1,0.023,ppm,21.0,Elk Grove-Bruceville,1000,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-03-31
04/01/2024,AQS,60670011,1,0.026,ppm,24.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-01
04/03/2024,AQS,60670011,1,0.027,ppm,25.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-03
/2024,AQS,60670011,1,0.027,ppm,25.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-04
04/05/2024,AQS,60670011,1,0.025,ppm,23.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-05
04/06/2024,AQS,60670011,1,0.027,ppm,25.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-06
April 07/2024,AQS,60670011,1,0.026,ppm,24.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-07
04/08/2024,AQS,60670011,1,0.026,ppm,24.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-08
04/09/2024,AQS,60670011,1,0.024,ppm,22.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-09
04/10/2024,AQS,60670011,1,0.026,ppm,24.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-10
04/11/2024,AQS,60670011,1,0.025,ppm,23.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-11
04/12/2024,AQS,60670011,1,0.027,ppm,25.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-12
04/15/2024,AQS,60670011,1,0.026,ppm,24.0,Elk Grove-Bruceville,14,82.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-15
04/16/2024,AQS,60670011,1,0.022,ppm,20.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-16
04/17/2024,AQS,60670011,1,0.023,ppm,21.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-17
April 18/2024,AQS,60670011,1,0.023,ppm,21.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-18
04/19/2024,AQS,60670011,1,0.024,ppm,22.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-19
/2024,AQS,60670011,1,0.025,ppm,23.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-20
04/21/2024,AQS,60670011,1,0.023,ppm,21.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-21
04/22/2024,AQS,60670011,1,0.029,ppm,27.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-22
/2024,AQS,60670011,1,0.03,ppm,28.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-23
04/26/2024,AQS,60670011,1,0.023,ppm,21.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-26
/2024,AQS,60670011,1,0.024,ppm,22.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-27
04/28/2024,AQS,60670011,1,0.025,ppm,23.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-28
04/29/2024,AQS,60670011,1,0.037,ppm,34.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-29
04/30/2024,AQS,60670011,1,0.035,ppm,32.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-04-30
05/01/2024,AQS,60670011,1,0.035,ppm,32.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-01
/2024,AQS,60670011,1,0.019,ppm,18.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-02
May 03/2024,AQS,60670011,1,0.034,ppm,31.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-03
05/04/2024,AQS,60670011,1,0.03,ppm,28.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-04
/2024,AQS,60670011,1,0.028,ppm,26.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-05
05/07/2024,AQS,60670011,1,0.03,ppm,28.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-07
05/08/2024,AQS,60670011,1,0.034,ppm,31.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-08
05/09/2024,AQS,60670011,1,0.028,ppm,26.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-09
05/10/2024,AQS,60670011,1,0.028,ppm,26.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-10
05/11/2024,AQS,60670011,1,0.027,ppm,25.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-11
May 12/2024,AQS,60670011,1,0.021,ppm,,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-12
May 13/2024,AQS,60670011,1,0.026,ppm,24.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-13
05/14/2024,AQS,60670011,1,0.024,ppm,22.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-14
05/15/2024,AQS,60670011,1,0.022,ppm,20.0,Elk Grove-Bruceville,1000,82.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-15
05/16/2024,AQS,60670011,1,0.022,ppm,20.0,Elk Grove-Bruceville,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.302591,-121.420838,2024-05-16
