Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,Method Code,CBSA Code,CBSA Name,County FIPS Code,County,Site Latitude,Site Longitude
12/02/2024,AQS,60670012,1,0.019,ppm,18.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/03/2024,AQS,60670012,1,0.021,ppm,19.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/04/2024,AQS,60670012,1,0.02,ppm,19.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
/2024,AQS,60670012,1,0.022,ppm,20.0,Folsom-Natoma St.,15,88.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
/2024,AQS,60670012,1,0.024,ppm,22.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
/2024,AQS,60670012,1,0.021,ppm,19.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/08/2024,AQS,60670012,1,0.019,ppm,18.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/09/2024,AQS,60670012,1,0.023,ppm,21.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/14/2024,AQS,60670012,1,0.04,ppm,37.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/15/2024,AQS,60670012,1,0.024,ppm,22.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/16/2024,AQS,60670012,1,0.037,ppm,34.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
/2024,AQS,60670012,1,0.025,ppm,23.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/18/2024,AQS,60670012,1,0.023,ppm,21.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
December 19/2024,AQS,60670012,1,0.015,ppm,14.0,Folsom-Natoma St.,16,94.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/20/2024,AQS,60670012,1,0.008,ppm,7.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
December 21/2024,AQS,60670012,1,0.022,ppm,,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
December 22/2024,AQS,60670012,1,0.028,ppm,26.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/23/2024,AQS,60670012,1,0.029,ppm,27.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
/2024,AQS,60670012,1,0.039,ppm,36.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/25/2024,AQS,60670012,1,0.03,ppm,28.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/26/2024,AQS,60670012,1,0.033,ppm,31.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/27/2024,AQS,60670012,1,0.031,ppm,29.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
/2024,AQS,60670012,1,0.027,ppm,25.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/29/2024,AQS,60670012,1,0.04,ppm,37.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
December 30/2024,AQS,60670012,1,0.03,ppm,28.0,Folsom-Natoma St.,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
12/31/2024,AirNow,60670012,1,0.021,ppm,19.0,Folsom-Natoma St.,19,79.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.683304,-121.164457
01/01/2024,AirNow,60675003,1,0.011,ppm,10.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/02/2024,AirNow,60675003,1,0.026,ppm,24.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AirNow,60675003,1,0.026,ppm,24.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/04/2024,AirNow,60675003,1,0.015,ppm,14.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/05/2024,AirNow,60675003,1,0.017,ppm,16.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/06/2024,AirNow,60675003,1,0.02,ppm,19.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AirNow,60675003,1,0.02,ppm,19.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
January 08/2024,AirNow,60675003,1,0.016,ppm,15.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/09/2024,AirNow,60675003,1,0.022,ppm,20.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
January 10/2024,AirNow,60675003,1,0.026,ppm,24.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/11/2024,AirNow,60675003,1,0.021,ppm,19.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
January 12/2024,AirNow,60675003,1,0.022,ppm,20.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/13/2024,AirNow,60675003,1,0.025,ppm,23.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
January 14/2024,AirNow,60675003,1,0.023,ppm,21.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/15/2024,AirNow,60675003,1,0.018,ppm,17.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/16/2024,AirNow,60675003,1,0.023,ppm,21.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/18/2024,AirNow,60675003,1,0.014,ppm,13.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
January 19/2024,AirNow,60675003,1,0.023,ppm,21.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/20/2024,AirNow,60675003,1,0.026,ppm,24.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/21/2024,AirNow,60675003,1,0.03,ppm,28.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/22/2024,AirNow,60675003,1,0.029,ppm,27.0,Sloughhouse,1000,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/23/2024,AirNow,60675003,1,0.019,ppm,18.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
January 24/2024,AirNow,60675003,1,0.027,ppm,25.0,Sloughhouse,1000,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/25/2024,AirNow,60675003,1,0.02,ppm,19.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/26/2024,AirNow,60675003,1,0.014,ppm,13.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/27/2024,AirNow,60675003,1,0.013,ppm,12.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/28/2024,AirNow,60675003,1,0.014,ppm,13.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
January 29/2024,AirNow,60675003,1,0.016,ppm,15.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
01/30/2024,AirNow,60675003,1,0.024,ppm,22.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
January 31/2024,AirNow,60675003,1,0.033,ppm,31.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/01/2024,AirNow,60675003,1,0.034,ppm,31.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
February 02/2024,AirNow,60675003,1,0.032,ppm,30.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/03/2024,AirNow,60675003,1,0.026,ppm,24.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/05/2024,AirNow,60675003,1,0.026,ppm,24.0,Sloughhouse,21,88.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/06/2024,AirNow,60675003,1,0.024,ppm,22.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/07/2024,AirNow,60675003,1,0.029,ppm,27.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
February 08/2024,AirNow,60675003,1,0.024,ppm,22.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/09/2024,AirNow,60675003,1,0.02,ppm,19.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/10/2024,AirNow,60675003,1,0.021,ppm,19.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
February 11/2024,AirNow,60675003,1,0.025,ppm,23.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/12/2024,AirNow,60675003,1,0.023,ppm,21.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/13/2024,AirNow,60675003,1,,ppm,24.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
February 14/2024,AirNow,60675003,1,0.028,ppm,26.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/15/2024,AirNow,60675003,1,0.025,ppm,23.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
February 16/2024,AirNow,60675003,1,,ppm,14.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AirNow,60675003,1,0.027,ppm,25.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AirNow,60675003,1,0.032,ppm,30.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/19/2024,AirNow,60675003,1,0.03,ppm,28.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/20/2024,AirNow,60675003,1,0.028,ppm,26.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AirNow,60675003,1,0.028,ppm,26.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/22/2024,AirNow,60675003,1,0.025,ppm,23.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/23/2024,AirNow,60675003,1,0.021,ppm,19.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/24/2024,AirNow,60675003,1,0.024,ppm,22.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/25/2024,AirNow,60675003,1,0.029,ppm,27.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/26/2024,AirNow,60675003,1,0.028,ppm,26.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/27/2024,AirNow,60675003,1,0.027,ppm,25.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
02/28/2024,AirNow,60675003,1,0.029,ppm,,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
February 29/2024,AirNow,60675003,1,,ppm,25.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/01/2024,AirNow,60675003,1,0.032,ppm,30.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/02/2024,AirNow,60675003,1,,ppm,29.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/03/2024,AirNow,60675003,1,,ppm,29.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/04/2024,AirNow,60675003,1,0.029,ppm,27.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AirNow,60675003,1,0.028,ppm,26.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/06/2024,AirNow,60675003,1,0.021,ppm,19.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
March 07/2024,AirNow,60675003,1,0.021,ppm,19.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/08/2024,AirNow,60675003,1,0.024,ppm,22.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/09/2024,AirNow,60675003,1,0.026,ppm,24.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AirNow,60675003,1,0.029,ppm,27.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AirNow,60675003,1,0.03,ppm,28.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/12/2024,AirNow,60675003,1,0.025,ppm,23.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/13/2024,AirNow,60675003,1,0.032,ppm,30.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/14/2024,AirNow,60675003,1,0.029,ppm,27.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/15/2024,AirNow,60675003,1,0.031,ppm,29.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/16/2024,AirNow,60675003,1,0.03,ppm,28.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/17/2024,AirNow,60675003,1,0.032,ppm,30.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/18/2024,AirNow,60675003,1,0.035,ppm,32.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/19/2024,AirNow,60675003,1,0.029,ppm,27.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/20/2024,AirNow,60675003,1,0.033,ppm,,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/21/2024,AirNow,60675003,1,0.032,ppm,30.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/22/2024,AirNow,60675003,1,0.029,ppm,27.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/23/2024,AirNow,60675003,1,,ppm,27.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
March 24/2024,AirNow,60675003,1,0.027,ppm,25.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
March 25/2024,AirNow,60675003,1,0.029,ppm,27.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/26/2024,AirNow,60675003,1,0.025,ppm,23.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/27/2024,AirNow,60675003,1,0.026,ppm,24.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/28/2024,AirNow,60675003,1,0.032,ppm,30.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AirNow,60675003,1,,ppm,29.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/30/2024,AirNow,60675003,1,0.027,ppm,25.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
03/31/2024,AirNow,60675003,1,0.025,ppm,23.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/01/2024,AirNow,60675003,1,0.026,ppm,,Sloughhouse,1000,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
April 02/2024,AirNow,60675003,1,0.031,ppm,29.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AirNow,60675003,1,0.03,ppm,28.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AirNow,60675003,1,,ppm,31.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/05/2024,AirNow,60675003,1,0.028,ppm,26.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/06/2024,AirNow,60675003,1,0.03,ppm,28.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AirNow,60675003,1,0.032,ppm,30.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/08/2024,AirNow,60675003,1,0.034,ppm,31.0,Sloughhouse,1000,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/10/2024,AirNow,60675003,1,0.038,ppm,35.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/11/2024,AirNow,60675003,1,0.033,ppm,31.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/12/2024,AirNow,60675003,1,0.033,ppm,31.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/13/2024,AirNow,60675003,1,0.046,ppm,43.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/14/2024,AirNow,60675003,1,0.034,ppm,31.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AirNow,60675003,1,0.032,ppm,30.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/16/2024,AirNow,60675003,1,0.028,ppm,26.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/17/2024,AirNow,60675003,1,0.029,ppm,27.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
April 18/2024,AirNow,60675003,1,0.033,ppm,31.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/19/2024,AirNow,60675003,1,0.034,ppm,31.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
April 20/2024,AirNow,60675003,1,0.029,ppm,27.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/21/2024,AirNow,60675003,1,0.033,ppm,31.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
April 22/2024,AirNow,60675003,1,0.038,ppm,35.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AirNow,60675003,1,0.035,ppm,32.0,Sloughhouse,24,100.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/24/2024,AQS,60675003,1,0.041,ppm,38.0,Sloughhouse,13,76.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/25/2024,AQS,60675003,1,0.033,ppm,31.0,Sloughhouse,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/26/2024,AQS,60675003,1,0.034,ppm,,Sloughhouse,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AQS,60675003,1,0.034,ppm,31.0,Sloughhouse,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/28/2024,AQS,60675003,1,0.038,ppm,35.0,Sloughhouse,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/29/2024,AQS,60675003,1,0.048,ppm,44.0,Sloughhouse,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
04/30/2024,AirNow,60675003,1,0.041,ppm,38.0,Sloughhouse,18,75.0,,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
/2024,AQS,60675003,1,0.041,ppm,,Sloughhouse,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
05/02/2024,AQS,60675003,1,0.03,ppm,28.0,Sloughhouse,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
05/03/2024,AQS,60675003,1,0.047,ppm,44.0,Sloughhouse,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
05/04/2024,AQS,60675003,1,0.039,ppm,36.0,Sloughhouse,17,100.0,87.0,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",67,Sacramento,38.494475,-121.211131
